longitude,latitude,median_income,median_house_value
-118.29,33.99,1.5846,114800.0
-118.3,33.99,1.8317,96500.0
-118.3,33.99,1.9853,101100.0
-118.28,33.99,1.275,98300.0
-118.29,33.99,2.0542,103400.0
-118.28,33.99,2.5848,101900.0
-118.28,33.99,1.7159,95000.0
-118.28,33.99,1.7849,99300.0
-118.32,34.01,2.6667,128000.0
-118.32,34.02,4.2554,194300.0
-118.32,34.02,3.3906,189700.0
-118.32,34.01,3.1548,157700.0
-118.32,34.01,2.4022,123400.0
-118.33,34.02,4.26,182600.0
-118.33,34.01,3.7727,193000.0
-118.33,34.02,3.5,181100.0
-118.32,34.01,2.4934,165800.0
-118.33,34.01,2.0217,187500.0
-118.33,34.01,1.9231,188500.0
-118.33,34.01,1.9631,181300.0
-118.32,34.0,1.95,112600.0
-118.32,34.0,2.4583,120900.0
-118.33,34.0,2.2054,121500.0
-118.33,34.0,2.3333,133300.0
-118.33,34.0,0.9304,151600.0
-118.32,33.99,2.5909,98700.0
-118.32,33.99,1.9779,114200.0
-118.33,33.99,2.8542,126500.0
-118.33,33.99,3.2083,149600.0
-118.34,33.99,4.8125,170500.0
-118.32,33.99,2.1875,115200.0
-118.32,33.99,3.7167,108900.0
-118.33,33.99,2.8274,122500.0
-118.34,33.99,3.1731,140300.0
-118.32,33.98,2.175,114700.0
-118.32,33.98,3.2344,104300.0
-118.32,33.98,1.9732,101000.0
-118.32,33.98,3.0833,103300.0
-118.33,33.98,1.8806,113900.0
-118.33,33.98,1.6477,108900.0
-118.33,33.98,1.8472,149100.0
-118.34,33.99,2.9643,140400.0
-118.34,33.98,2.9315,149000.0
-118.35,33.99,4.9531,180100.0
-118.35,33.98,3.8235,207600.0
-118.34,33.99,1.675,166700.0
-118.32,33.98,2.2396,108600.0
-118.32,33.97,3.5114,138800.0
-118.32,33.98,1.7067,118600.0
-118.33,33.98,1.6531,118500.0
-118.33,33.97,2.5363,158800.0
-118.33,33.97,4.1635,156400.0
-118.36,34.02,3.8643,195800.0
-118.36,34.01,6.5044,350400.0
-118.37,34.02,4.4028,246800.0
-118.38,34.02,4.3077,140600.0
-118.33,34.02,0.8702,170500.0
-118.34,34.01,2.5568,312500.0
-118.34,34.01,1.7945,106300.0
-118.34,34.01,1.6187,266700.0
-118.34,34.02,4.0357,187800.0
-118.35,34.02,1.7622,167900.0
-118.35,34.02,1.5143,118800.0
-118.35,34.02,1.4589,87500.0
-118.35,34.01,3.6629,353200.0
-118.35,34.01,3.5486,332100.0
-118.35,34.0,3.25,301000.0
-118.28,33.99,1.8818,100000.0
-118.28,33.99,1.4625,103000.0
-118.29,33.99,2.5547,108900.0
-118.29,33.98,1.0516,108300.0
-118.29,33.99,1.9375,112900.0
-118.3,33.99,1.1645,98200.0
-118.3,33.99,2.5437,94500.0
-118.3,33.98,1.9556,93300.0
-118.3,33.99,1.84,91400.0
-118.31,33.98,5.1136,111700.0
-118.31,33.99,2.895,108000.0
-118.31,33.98,2.0,96500.0
-118.31,33.98,3.5982,96600.0
-118.31,33.98,1.825,106600.0
-118.31,33.98,2.3977,112200.0
-118.32,33.98,2.2138,119800.0
-118.29,33.98,1.9125,97200.0
-118.29,33.98,3.4444,93100.0
-118.3,33.98,2.9432,94000.0
-118.3,33.98,1.6611,95800.0
-118.3,33.98,3.0455,102400.0
-118.3,33.98,2.9375,95200.0
-118.29,33.98,1.3479,100000.0
-118.29,33.98,1.4042,110000.0
-118.28,33.98,1.9564,92200.0
-118.28,33.98,2.2411,93000.0
-118.28,33.98,0.9337,92300.0
-118.28,33.98,0.9809,121400.0
-118.29,33.98,1.223,100000.0
-118.28,33.97,1.689,102600.0
-118.28,33.97,1.9219,107000.0
-118.28,33.97,1.375,100000.0
-118.29,33.97,1.7734,107300.0
-118.3,33.97,3.375,98500.0
-118.3,33.97,2.0673,99800.0
-118.3,33.97,2.6311,124100.0
-118.3,33.97,2.1221,119400.0
-118.31,33.97,3.2188,124200.0
-118.31,33.97,2.7917,125800.0
-118.31,33.97,3.725,142600.0
-118.31,33.97,3.0917,136100.0
-118.31,33.94,2.7401,131700.0
-118.3,33.95,3.1346,120000.0
-118.31,33.95,3.2708,131000.0
-118.31,33.95,4.0043,133500.0
-118.31,33.95,4.8295,149600.0
-118.31,33.94,3.0682,142000.0
-118.31,33.96,1.747,121000.0
-118.31,33.96,1.528,131800.0
-118.31,33.96,3.4643,136300.0
-118.31,33.96,4.0625,138700.0
-118.29,33.97,3.5208,134200.0
-118.29,33.96,1.4868,113200.0
-118.3,33.96,2.8299,109500.0
-118.3,33.96,2.6518,136300.0
-118.28,33.96,1.2273,98400.0
-118.28,33.96,1.6156,102100.0
-118.28,33.97,1.6652,99000.0
-118.29,33.96,1.3096,116300.0
-118.3,33.96,3.9722,117400.0
-118.31,33.96,3.0625,127400.0
-118.31,33.96,4.4861,140400.0
-118.31,33.96,3.7143,140300.0
-118.26,33.99,1.5521,97500.0
-118.27,33.98,1.625,101500.0
-118.28,33.99,1.5109,104000.0
-118.27,33.99,1.8047,101800.0
-118.28,33.98,1.575,97500.0
-118.27,33.98,1.3042,99200.0
-118.27,33.98,1.3801,97000.0
-118.27,33.98,2.125,92500.0
-118.26,33.98,1.2315,98200.0
-118.26,33.97,1.7121,98200.0
-118.26,33.97,1.9556,96300.0
-118.26,33.97,1.55,100600.0
-118.26,33.97,1.5962,95700.0
-118.27,33.97,1.64,96800.0
-118.28,33.97,1.5521,90100.0
-118.27,33.97,2.0754,101400.0
-118.28,33.97,1.6027,97300.0
-118.27,33.96,1.0208,86400.0
-118.27,33.96,2.037,92600.0
-118.28,33.96,1.9348,99100.0
-118.26,33.97,1.4625,94200.0
-118.26,33.96,1.5303,95300.0
-118.26,33.96,1.5812,94000.0
-118.26,33.97,1.5326,90600.0
-118.27,33.97,1.1557,90100.0
-118.27,33.96,0.5495,91700.0
-118.27,33.96,1.6467,90900.0
-118.27,33.95,1.2091,97900.0
-118.26,33.95,1.6898,95100.0
-118.26,33.95,1.2969,94400.0
-118.26,33.96,1.7167,100000.0
-118.26,33.96,1.3971,89800.0
-118.28,33.96,1.7656,96700.0
-118.28,33.95,2.1437,94800.0
-118.28,33.96,1.615,101300.0
-118.28,33.96,1.8472,99100.0
-118.28,33.96,1.5313,91400.0
-118.29,33.95,2.0917,99300.0
-118.29,33.95,1.6029,89700.0
-118.29,33.96,1.5294,111400.0
-118.29,33.95,1.9655,102300.0
-118.29,33.95,1.9702,93200.0
-118.28,33.94,2.7917,105600.0
-118.29,33.94,2.3352,107700.0
-118.27,33.95,1.5,93600.0
-118.27,33.95,1.8814,94900.0
-118.27,33.94,1.5268,91600.0
-118.28,33.94,1.5714,89700.0
-118.28,33.95,1.4103,86200.0
-118.27,33.95,1.8798,101300.0
-118.27,33.95,2.3365,98000.0
-118.27,33.95,2.2946,88800.0
-118.27,33.95,2.3056,98500.0
-118.25,33.95,1.0375,89800.0
-118.26,33.94,2.25,93400.0
-118.26,33.95,1.6389,96700.0
-118.26,33.95,1.5147,94600.0
-118.26,33.94,1.6887,99600.0
-118.25,33.94,1.6333,94500.0
-118.26,33.94,1.65,94200.0
-118.27,33.94,1.5872,89800.0
-118.26,33.94,2.0,90300.0
-118.26,33.93,1.4917,93200.0
-118.27,33.93,2.6458,91300.0
-118.27,33.94,2.0789,92400.0
-118.27,33.94,1.6645,94900.0
-118.27,33.93,1.8191,92700.0
-118.26,33.93,1.5256,95400.0
-118.26,33.93,1.1326,104800.0
-118.25,33.93,2.5,110200.0
-118.26,33.92,1.7986,98900.0
-118.27,33.92,1.7262,88800.0
-118.27,33.94,1.6625,88700.0
-118.27,33.94,1.449,93100.0
-118.27,33.94,1.1468,96900.0
-118.28,33.93,1.4329,94100.0
-118.28,33.94,1.1051,94200.0
-118.28,33.94,0.8952,81300.0
-118.28,33.94,3.0788,100000.0
-118.28,33.93,2.5179,97400.0
-118.29,33.93,3.3836,129900.0
-118.29,33.94,2.5398,105700.0
-118.28,33.93,2.0313,122600.0
-118.29,33.92,2.875,120200.0
-118.29,33.93,2.2778,128100.0
-118.27,33.93,1.2098,88400.0
-118.28,33.92,1.5114,90400.0
-118.28,33.93,2.2969,90600.0
-118.28,33.93,3.5833,90600.0
-118.28,33.93,0.4999,90600.0
-118.25,33.94,2.3333,99800.0
-118.25,33.94,1.1434,91300.0
-118.25,33.94,0.8527,90400.0
-118.23,33.95,0.6831,87500.0
-118.24,33.95,1.35,89500.0
-118.24,33.95,1.4792,97500.0
-118.24,33.95,1.25,97400.0
-118.24,33.95,0.9708,107600.0
-118.25,33.95,1.5427,95700.0
-118.24,33.95,1.6513,90200.0
-118.25,33.95,1.1384,100000.0
-118.25,33.93,0.9889,87500.0
-118.25,33.93,0.9298,100000.0
-118.25,33.93,1.1346,85400.0
-118.24,33.94,2.0,84200.0
-118.24,33.94,2.0769,88300.0
-118.24,33.93,1.5132,86300.0
-118.24,33.93,1.0625,89800.0
-118.24,33.94,0.9705,90000.0
-118.24,33.94,1.7212,95500.0
-118.23,33.94,2.0187,90100.0
-118.23,33.94,2.1607,97600.0
-118.23,33.94,2.3333,92100.0
-118.24,33.94,1.2679,92000.0
-118.23,33.93,1.3,87000.0
-118.23,33.93,0.8478,104900.0
-118.24,33.93,0.8984,88700.0
-118.39,34.12,8.2816,500001.0
-118.4,34.11,15.0001,500001.0
-118.42,34.12,12.3767,500001.0
-118.43,34.11,12.7296,500001.0
-118.43,34.09,7.9835,500001.0
-118.45,34.12,9.7449,500001.0
-118.44,34.09,15.0001,500001.0
-118.43,34.08,15.0001,500001.0
-118.45,34.08,7.1576,500001.0
-118.45,34.1,11.8442,500001.0
-118.46,34.08,7.8426,500001.0
-118.47,34.1,11.1978,500001.0
-118.49,34.11,13.2935,500001.0
-118.48,34.07,10.7937,500001.0
-118.48,34.07,8.5153,500001.0
-118.48,34.07,12.8665,500001.0
-118.49,34.06,15.0001,500001.0
-118.49,34.07,13.5728,500001.0
-118.51,34.11,13.947,500001.0
-118.5,34.05,15.0,500001.0
-118.53,34.09,8.1888,500001.0
-118.52,34.05,4.825,500001.0
-118.52,34.04,6.5147,500001.0
-118.57,34.09,11.2866,500001.0
-118.54,34.05,8.565,500001.0
-118.55,34.04,8.8619,500001.0
-118.56,34.03,8.2934,500001.0
-118.56,34.06,7.3031,500001.0
-118.54,34.06,11.4233,500001.0
-118.55,34.03,6.0307,500001.0
-118.52,34.04,10.8082,500001.0
-118.52,34.04,13.6842,500001.0
-118.53,34.04,9.1078,500001.0
-118.53,34.03,7.0318,500001.0
-118.5,34.05,15.0001,500001.0
-118.55,33.99,7.9096,500001.0
-118.51,34.04,10.1882,500001.0
-118.47,34.06,7.6447,500001.0
-118.47,34.06,9.4664,500001.0
-118.48,34.05,9.5221,500001.0
-118.49,34.05,15.0001,500001.0
-118.47,34.06,4.801,500001.0
-118.46,34.06,4.2554,500001.0
-118.47,34.05,3.5909,500001.0
-118.46,34.05,3.7721,337500.0
-118.46,34.05,4.6197,387500.0
-118.47,34.05,4.7009,500001.0
-118.47,34.05,4.175,500001.0
-118.48,34.05,6.7496,500001.0
-118.49,34.05,7.0285,500001.0
-118.42,34.08,15.0001,500001.0
-118.43,34.07,10.3467,500001.0
-118.43,34.07,7.7382,500001.0
-118.44,34.07,7.1674,500001.0
-118.44,34.07,8.9565,500001.0
-118.44,34.06,5.5,500001.0
-118.44,34.07,2.0511,350000.0
-118.44,34.06,2.2857,500001.0
-118.45,34.07,1.3125,350000.0
-118.45,34.07,1.583,350000.0
-118.45,34.06,2.2444,500000.0
-118.46,34.06,7.0674,500001.0
-118.46,34.07,6.7703,500001.0
-118.46,34.07,14.2867,500001.0
-118.46,34.07,9.2225,500001.0
-118.44,34.06,3.2545,500001.0
-118.44,34.05,4.4674,500001.0
-118.44,34.05,4.7109,500000.0
-118.44,34.05,5.7097,316700.0
-118.43,34.06,7.2675,500001.0
-118.43,34.06,5.3777,500001.0
-118.43,34.05,5.2555,500001.0
-118.44,34.06,6.2389,500001.0
-118.42,34.06,6.1527,500001.0
-118.43,34.06,7.4219,500001.0
-118.43,34.06,4.1908,500001.0
-118.43,34.06,5.1999,500001.0
-118.42,34.06,10.8045,500001.0
-118.42,34.06,6.871,500001.0
-118.42,34.05,4.8304,500001.0
-118.43,34.05,6.7115,500001.0
-118.43,34.05,3.9673,477300.0
-118.44,34.05,4.1141,305000.0
-118.44,34.05,4.8618,500001.0
-118.43,34.04,5.8587,494700.0
-118.45,34.05,2.1875,181300.0
-118.45,34.04,3.6673,283300.0
-118.45,34.04,2.7679,277500.0
-118.46,34.05,2.6509,410000.0
-118.45,34.05,3.7549,275000.0
-118.46,34.04,3.2663,337500.0
-118.47,34.04,3.5335,268800.0
-118.45,34.04,3.0173,393800.0
-118.46,34.04,3.0069,325000.0
-118.46,34.04,3.6976,360000.0
-118.46,34.04,3.1235,420800.0
-118.46,34.04,3.287,348100.0
-118.45,34.04,3.9489,360200.0
-118.45,34.03,2.6528,300000.0
-118.45,34.03,3.7813,336300.0
-118.44,34.04,2.1875,225000.0
-118.44,34.04,0.536,350000.0
-118.44,34.04,3.0714,347800.0
-118.43,34.04,5.2954,485100.0
-118.42,34.04,4.925,409800.0
-118.43,34.04,4.5833,427500.0
-118.41,34.05,5.8758,500001.0
-118.42,34.05,5.0151,500001.0
-118.42,34.05,7.8164,500001.0
-118.4,34.05,5.0762,500001.0
-118.4,34.04,9.272,500001.0
-118.4,34.04,12.8483,500001.0
-118.4,34.03,8.1484,500001.0
-118.41,34.03,3.7277,500001.0
-118.41,34.04,8.0239,500001.0
-118.39,34.05,4.0283,412500.0
-118.39,34.05,5.222,500001.0
-118.4,34.05,3.6953,500001.0
-118.39,34.05,4.0153,460000.0
-118.41,34.04,10.9805,500001.0
-118.41,34.04,11.1768,500001.0
-118.41,34.03,5.1637,500001.0
-118.42,34.04,6.626,500001.0
-118.42,34.04,5.6454,500001.0
-118.39,34.04,7.3028,500001.0
-118.39,34.04,5.5951,461300.0
-118.4,34.04,8.5938,500001.0
-118.4,34.05,10.4519,500001.0
-118.39,34.05,6.6368,500001.0
-118.38,34.04,2.2961,207700.0
-118.38,34.04,2.7226,254200.0
-118.38,34.04,6.2895,340400.0
-118.38,34.04,2.0437,309100.0
-118.38,34.04,3.4063,271600.0
-118.39,34.04,4.125,237500.0
-118.39,34.04,4.7386,340400.0
-118.39,34.04,3.9038,308300.0
-118.39,34.03,3.2228,232500.0
-118.39,34.03,3.0574,319400.0
-118.4,34.03,3.2222,319400.0
-118.4,34.03,6.5669,372800.0
-118.41,34.03,2.8418,327300.0
-118.4,34.02,3.116,300000.0
-118.4,34.02,2.4135,184400.0
-118.41,34.03,3.1642,366700.0
-118.41,34.02,3.5022,281300.0
-118.41,34.02,3.0965,320000.0
-118.39,34.03,3.1415,55000.0
-118.4,34.03,3.4058,275000.0
-118.38,34.03,2.9344,222100.0
-118.39,34.03,3.7206,230900.0
-118.37,34.04,3.1827,202800.0
-118.37,34.04,2.767,143000.0
-118.38,34.03,2.6402,185700.0
-118.37,34.04,2.25,333300.0
-118.37,34.04,4.0781,289400.0
-118.42,34.03,5.0866,427300.0
-118.43,34.03,5.2099,373600.0
-118.43,34.03,3.2308,340800.0
-118.43,34.03,3.1875,372700.0
-118.42,34.03,3.3542,344200.0
-118.44,34.03,3.2396,352400.0
-118.43,34.03,3.6467,346700.0
-118.44,34.03,3.625,357600.0
-118.44,34.03,4.2434,331000.0
-118.44,34.03,3.125,343800.0
-118.45,34.03,3.3482,318100.0
-118.45,34.03,4.0231,353900.0
-118.44,34.03,4.2411,350900.0
-118.44,34.02,6.2583,386000.0
-118.44,34.01,4.5795,400000.0
-118.44,34.01,5.1708,418800.0
-118.45,34.01,5.8666,440100.0
-118.45,34.01,6.3516,354300.0
-118.45,34.01,6.4755,405800.0
-118.44,34.02,4.0429,500001.0
-118.43,34.01,5.3403,489800.0
-118.44,34.02,6.2917,465700.0
-118.43,34.02,3.9091,500001.0
-118.43,34.02,8.1631,500001.0
-118.43,34.02,4.3906,500001.0
-118.42,34.03,4.5278,374300.0
-118.41,34.03,3.6019,463600.0
-118.42,34.02,3.6488,340800.0
-118.42,34.02,4.9676,414100.0
-118.42,34.02,3.1941,394700.0
-118.42,34.02,2.2402,450000.0
-118.41,34.02,3.3462,307000.0
-118.42,34.02,3.1746,348800.0
-118.42,34.02,3.4269,301900.0
-118.41,34.02,3.725,310000.0
-118.41,34.02,3.3955,225000.0
-118.41,34.02,3.0833,315500.0
-118.42,34.01,4.7083,420100.0
-118.42,34.01,3.5667,394000.0
-118.43,34.01,2.697,412500.0
-118.43,34.01,6.4232,446600.0
-118.43,34.01,4.7009,500001.0
-118.44,34.01,6.0804,420000.0
-118.44,34.0,2.599,362200.0
-118.44,34.0,4.75,355800.0
-118.45,34.0,4.7,334700.0
-118.44,34.0,3.875,321300.0
-118.43,34.0,3.3995,324000.0
-118.44,34.0,3.1579,243100.0
-118.44,34.0,4.1083,324300.0
-118.42,34.01,3.099,335400.0
-118.42,34.01,3.6611,344200.0
-118.42,34.0,3.9798,458600.0
-118.43,34.0,2.7058,310900.0
-118.46,34.01,5.6428,343100.0
-118.46,34.0,2.918,345600.0
-118.46,34.0,5.1664,326700.0
-118.46,34.0,4.7344,346900.0
-118.46,34.01,4.2813,297200.0
-118.47,34.0,2.7143,287500.0
-118.47,34.0,2.288,263500.0
-118.46,34.0,2.3542,235700.0
-118.47,33.99,2.8417,321400.0
-118.47,34.0,2.6042,305800.0
-118.47,33.99,2.0714,300000.0
-118.47,33.99,2.5938,285000.0
-118.47,33.99,2.1471,239300.0
-118.51,33.98,2.3417,425000.0
-118.48,33.99,2.5523,387500.0
-118.47,33.99,3.015,414300.0
-118.47,33.99,3.0682,412500.0
-118.47,33.99,2.8514,358700.0
-118.47,33.99,3.4071,267500.0
-118.47,33.99,2.975,500001.0
-118.5,33.97,2.2643,350000.0
-118.45,33.99,4.1861,363200.0
-118.46,33.99,3.5234,334700.0
-118.46,33.99,4.0598,335900.0
-118.46,34.0,3.6458,325800.0
-118.46,34.0,3.875,372000.0
-118.45,34.0,4.45,348300.0
-118.45,34.0,3.962,345800.0
-118.45,34.0,4.575,326700.0
-118.45,33.99,2.9722,325000.0
-118.45,33.99,3.1607,339000.0
-118.46,33.99,3.1992,303800.0
-118.46,33.99,4.337,360600.0
-118.46,33.98,5.2121,466700.0
-118.46,33.99,4.0156,500001.0
-118.46,33.98,3.8935,500001.0
-118.5,33.97,5.128,500001.0
-118.45,33.99,4.5673,343100.0
-118.45,33.99,6.0672,420800.0
-118.46,33.98,3.8068,500001.0
-118.46,33.97,3.8698,500001.0
-118.46,33.97,6.1726,500001.0
-118.46,33.97,10.0,500001.0
-118.48,33.96,12.0088,500001.0
-118.4,34.0,5.8083,321800.0
-118.41,34.0,2.8393,272000.0
-118.41,34.0,3.191,271200.0
-118.41,34.0,2.9338,276300.0
-118.42,34.0,3.1603,287500.0
-118.42,33.99,3.725,284600.0
-118.43,33.99,4.3281,324000.0
-118.43,33.98,7.5426,351700.0
-118.43,33.99,2.6667,320000.0
-118.43,33.99,4.0189,302900.0
-118.42,33.99,4.4228,366900.0
-118.42,33.98,3.6667,450000.0
-118.43,33.99,4.875,301300.0
-118.44,33.99,4.3333,303900.0
-118.41,33.99,1.1985,215000.0
-118.42,33.99,4.0893,248900.0
-118.42,33.99,4.5521,263800.0
-118.41,34.0,2.7153,265500.0
-118.41,33.99,3.6538,276100.0
-118.4,33.99,2.825,276700.0
-118.41,33.98,3.9727,307200.0
-118.39,33.97,6.2673,357200.0
-118.38,33.97,7.4897,362600.0
-118.39,33.97,6.235,361400.0
-118.39,33.97,5.1333,345900.0
-118.39,33.97,6.5778,350800.0
-118.39,33.96,5.8143,340700.0
-118.39,33.96,3.625,329400.0
-118.36,33.98,3.0927,316000.0
-118.37,33.98,4.3438,331800.0
-118.37,33.97,3.3889,285700.0
-118.41,33.97,6.1333,387200.0
-118.41,33.97,5.5941,363500.0
-118.4,33.96,6.8197,363600.0
-118.41,33.96,6.0286,356000.0
-118.41,33.97,6.2022,365900.0
-118.41,33.97,4.6176,352300.0
-118.42,33.97,4.9375,365200.0
-118.42,33.96,5.618,365900.0
-118.43,33.96,6.1985,422000.0
-118.43,33.96,5.8864,500001.0
-118.44,33.96,5.6435,500001.0
-118.43,33.96,8.7819,500001.0
-118.43,33.97,7.7197,500001.0
-118.42,33.96,5.0714,356100.0
-118.43,33.96,5.1064,283200.0
-118.4,33.97,5.6169,411200.0
-118.4,33.98,5.9856,432100.0
-118.4,33.98,5.611,456600.0
-118.4,33.97,7.5953,434800.0
-118.4,33.97,4.6364,456300.0
-118.4,33.97,5.9544,377200.0
-118.4,33.96,5.6732,330700.0
-118.37,33.97,5.726,287800.0
-118.38,33.97,6.019,294500.0
-118.38,33.96,4.6923,299000.0
-118.38,33.95,3.2708,400000.0
-118.38,33.95,2.5833,187500.0
-118.37,33.95,3.111,247600.0
-118.4,33.96,4.1852,303300.0
-118.41,33.96,3.9792,266700.0
-118.41,33.96,4.1471,284400.0
-118.41,33.94,4.7375,289600.0
-118.45,33.96,5.723,500001.0
-118.45,33.96,6.3267,500001.0
-118.44,33.95,6.2551,500001.0
-118.28,33.92,2.1875,175900.0
-118.28,33.91,2.6546,159600.0
-118.29,33.9,4.4636,162000.0
-118.29,33.91,3.8372,156400.0
-118.29,33.91,2.4741,151200.0
-118.29,33.92,2.7368,162800.0
-118.28,33.88,2.6618,179700.0
-118.29,33.88,4.317,232800.0
-118.29,33.88,2.9063,184100.0
-118.29,33.89,3.59,200600.0
-118.29,33.87,4.381,238700.0
-118.3,33.86,5.1727,230200.0
-118.3,33.86,4.9792,251300.0
-118.29,33.85,1.9049,222200.0
-118.31,33.84,2.6491,216700.0
-118.3,33.84,4.7222,239600.0
-118.3,33.84,4.9196,232400.0
-118.3,33.85,2.3942,200000.0
-118.3,33.83,3.1851,240200.0
-118.3,33.83,3.5473,226300.0
-118.31,33.83,2.9619,223400.0
-118.3,33.82,2.6136,213600.0
-118.3,33.82,2.8106,184400.0
-118.3,33.82,2.6368,175900.0
-118.3,33.81,5.322,282700.0
-118.3,33.8,5.3106,268300.0
-118.31,33.8,3.125,233300.0
-118.3,33.79,3.0057,235300.0
-118.3,33.79,2.9154,203300.0
-118.3,33.79,3.163,224200.0
-118.3,33.78,4.6207,304100.0
-118.26,33.8,3.1779,171100.0
-118.25,33.8,3.35,163100.0
-118.26,33.79,5.5,181500.0
-118.25,33.79,2.375,128000.0
-118.24,33.8,3.6161,131300.0
-118.23,33.8,1.3333,187500.0
-118.27,33.8,3.35,177700.0
-118.27,33.79,3.1613,182300.0
-118.27,33.79,3.3929,184600.0
-118.28,33.8,4.0,165500.0
-118.28,33.79,4.3816,191300.0
-118.28,33.79,3.3009,168000.0
-118.28,33.78,3.2011,169100.0
-118.29,33.79,2.0,165400.0
-118.29,33.79,3.3427,154200.0
-118.3,33.79,2.5,157500.0
-118.3,33.8,3.1392,146200.0
-118.27,33.79,2.9375,174000.0
-118.26,33.78,2.0458,174500.0
-118.27,33.79,2.1447,158700.0
-118.27,33.79,2.8462,172000.0
-118.25,33.79,2.7143,138100.0
-118.25,33.79,2.7308,150400.0
-118.25,33.79,1.9208,139800.0
-118.26,33.78,1.9923,164700.0
-118.26,33.79,3.5488,205600.0
-118.23,33.78,2.5588,350000.0
-118.26,33.78,2.0956,154700.0
-118.25,33.78,1.4444,182100.0
-118.24,33.78,2.25,152300.0
-118.26,33.78,2.1311,163100.0
-118.26,33.77,2.4545,164200.0
-118.27,33.77,1.9964,150600.0
-118.27,33.78,2.5262,167300.0
-118.28,33.78,3.2115,160100.0
-118.27,33.77,1.5369,141300.0
-118.27,33.76,3.125,112500.0
-118.3,33.77,2.9571,346200.0
-118.3,33.76,5.7764,290500.0
-118.28,33.77,2.9063,146900.0
-118.28,33.75,2.45,186800.0
-118.28,33.75,1.8393,187500.0
-118.28,33.74,1.5394,200000.0
-118.28,33.75,1.2276,208300.0
-118.28,33.74,0.7591,350000.0
-118.3,33.75,4.2308,416100.0
-118.3,33.76,5.1269,285200.0
-118.3,33.75,5.6611,265600.0
-118.3,33.75,4.625,273400.0
-118.3,33.74,4.4671,270800.0
-118.31,33.74,4.5074,350000.0
-118.31,33.74,4.3472,351200.0
-118.29,33.75,2.5795,192400.0
-118.3,33.75,3.5056,203100.0
-118.29,33.75,2.7031,218900.0
-118.29,33.74,2.1473,195300.0
-118.29,33.74,2.2188,306700.0
-118.29,33.74,2.75,238300.0
-118.29,33.74,2.0329,225800.0
-118.29,33.73,2.5759,225000.0
-118.29,33.73,2.1382,242300.0
-118.29,33.73,3.3616,268500.0
-118.3,33.73,2.7451,255400.0
-118.3,33.74,2.9386,260500.0
-118.31,33.73,5.0874,368500.0
-118.31,33.73,5.249,351900.0
-118.3,33.74,3.9167,285200.0
-118.3,33.73,4.194,293900.0
-118.31,33.73,4.2059,350000.0
-118.28,33.74,1.8584,248100.0
-118.28,33.73,2.0469,234500.0
-118.28,33.73,2.1935,243200.0
-118.28,33.73,1.9167,227200.0
-118.29,33.73,2.7139,231700.0
-118.29,33.72,3.1932,257500.0
-118.3,33.72,3.4474,253400.0
-118.3,33.72,3.3397,267800.0
-118.3,33.73,3.5694,276400.0
-118.31,33.73,4.1812,321500.0
-118.31,33.72,4.1451,326700.0
-118.33,33.69,4.7216,311900.0
-118.31,33.73,5.4533,409800.0
-118.32,33.73,7.6886,500001.0
-118.33,33.72,6.4246,446700.0
-118.29,33.71,3.7596,300000.0
-118.31,33.67,5.3074,401900.0
-118.3,33.72,6.2028,361500.0
-118.29,33.71,3.1071,464300.0
-118.29,33.71,4.25,332800.0
-118.29,33.71,4.5606,303800.0
-118.29,33.72,3.274,254300.0
-118.29,33.72,3.5109,225000.0
-118.28,33.68,3.7282,287500.0
-118.23,34.24,7.642,396400.0
-118.23,34.23,6.0,367100.0
-118.24,34.24,7.1463,394100.0
-118.24,34.24,7.585,380100.0
-118.23,34.22,4.5486,361000.0
-118.24,34.23,5.3473,352700.0
-118.24,34.23,6.01,254200.0
-118.24,34.23,5.1028,292100.0
-118.25,34.23,4.1667,271200.0
-118.25,34.25,4.9355,336900.0
-118.25,34.23,4.6852,296200.0
-118.26,34.24,6.1873,312100.0
-118.26,34.24,6.6277,344400.0
-118.26,34.24,5.7083,329500.0
-118.26,34.24,4.4821,271900.0
-118.25,34.23,4.4083,217700.0
-118.25,34.22,5.5362,301200.0
-118.25,34.23,5.0862,261300.0
-118.26,34.23,4.5759,209200.0
-118.26,34.23,7.5582,263700.0
-118.26,34.23,5.4306,326600.0
-118.22,34.21,3.5707,341700.0
-118.23,34.21,3.5174,268000.0
-118.23,34.21,3.3287,273400.0
-118.23,34.21,2.5463,200000.0
-118.23,34.21,3.4148,234800.0
-118.24,34.22,3.4531,263900.0
-118.24,34.22,4.1523,252000.0
-118.25,34.22,3.8068,267000.0
-118.23,34.21,6.213,285000.0
-118.23,34.2,5.3925,317900.0
-118.23,34.2,3.399,306300.0
-118.24,34.2,5.5756,309900.0
-118.24,34.21,3.5777,245600.0
-118.24,34.22,5.529,241300.0
-118.27,34.22,7.2812,462200.0
-118.23,34.18,3.6875,422000.0
-118.23,34.18,6.207,457400.0
-118.23,34.18,8.1132,446600.0
-118.26,34.18,8.1657,500001.0
-118.22,34.19,3.215,331300.0
-118.22,34.19,4.9297,400000.0
-118.22,34.19,3.9777,409800.0
-118.21,34.18,12.1579,500001.0
-118.23,34.17,3.5781,366700.0
-118.21,34.17,8.1325,472700.0
-118.21,34.16,5.9199,420500.0
-118.19,34.16,6.6009,375700.0
-118.2,34.16,6.8317,446100.0
-118.23,34.16,5.1718,429100.0
-118.23,34.15,3.1004,257100.0
